vente_id,date,prix,rue,arrondissement,surface,pieces,longitude,latitude,prix_m2,annee
2023-1322169,2023-01-02,895000.0,RUE HELENE,17,89.0,3,2.32544,48.88638,10056.18,2023
2023-1322271,2023-01-02,468000.0,BD MALESHERBES,8,60.0,2,2.31396,48.88026,7800.0,2023
2023-1341110,2023-01-02,1245161.4,RUE VINEUSE,16,70.0,3,2.28571,48.86078,17788.02,2023
2023-1341258,2023-01-02,276000.0,RUE DULAC,15,27.0,2,2.31512,48.84358,10222.22,2023
2023-1322044,2023-01-03,295000.0,RUE EMILE LEVEL,17,28.0,2,2.31842,48.89308,10535.71,2023
2023-1322045,2023-01-03,300400.0,BD BARBES,18,36.0,2,2.34916,48.89119,8344.44,2023
2023-1322062,2023-01-03,730000.0,RUE CHAMPIONNET,18,79.0,4,2.33172,48.8944,9240.51,2023
2023-1322080,2023-01-03,405000.0,BD ROCHECHOUART,18,31.0,1,2.34138,48.8826,13064.52,2023
2023-1322082,2023-01-03,209100.0,AV JEAN JAURES,19,25.0,1,2.37778,48.88443,8364.0,2023
2023-1322121,2023-01-03,112000.0,RUE CHAMPIONNET,18,19.0,1,2.34025,48.89561,5894.74,2023
2023-1322133,2023-01-03,290000.0,CRS DE VINCENNES,20,32.0,2,2.4036,48.84836,9062.5,2023
2023-1322159,2023-01-03,569700.0,RUE DES TROIS FRERES,18,44.0,3,2.34132,48.88471,12947.73,2023
2023-1322193,2023-01-03,394650.0,RUE LOUIS BLANC,10,43.0,2,2.36389,48.88164,9177.91,2023
2023-1322223,2023-01-03,362900.0,RUE DU TEMPLE,4,30.0,2,2.35331,48.85804,12096.67,2023
2023-1322259,2023-01-03,347720.0,BD DE LA VILLETTE,19,44.0,2,2.37105,48.88139,7902.73,2023
2023-1322268,2023-01-03,276550.0,RUE DES ROSES,18,31.0,1,2.36116,48.89311,8920.97,2023
2023-1322289,2023-01-03,300000.0,RUE MARSOLLIER,2,38.0,2,2.33503,48.86842,7894.74,2023
2023-1322297,2023-01-03,1048884.0,AV SIMON BOLIVAR,19,77.0,3,2.38367,48.87493,13621.87,2023
2023-1322337,2023-01-03,724250.0,RUE LEGENDRE,17,60.0,4,2.31927,48.88691,12070.83,2023
2023-1322380,2023-01-03,185000.0,PAS GAUTHIER,19,12.0,1,2.38128,48.87549,15416.67,2023
2023-1322492,2023-01-03,320000.0,IMP STE HENRIETTE,18,35.0,2,2.34301,48.89679,9142.86,2023
2023-1322686,2023-01-03,350000.0,RUE DES ABBESSES,18,42.0,2,2.33623,48.88518,8333.33,2023
2023-1322690,2023-01-03,493200.0,RUE DU DOBROPOL,17,45.0,1,2.2861,48.88313,10960.0,2023
2023-1322956,2023-01-03,545252.0,RUE DE PROVENCE,9,45.0,2,2.34186,48.8742,12116.71,2023
2023-1323128,2023-01-03,578000.0,RUE JACQUEMONT,17,45.0,3,2.32198,48.88813,12844.44,2023
2023-1340981,2023-01-03,258697.0,BD DU MONTPARNASSE,6,14.0,1,2.32213,48.84481,18478.36,2023
2023-1340984,2023-01-03,275600.0,RUE DE LA GAITE,14,29.0,2,2.32415,48.83997,9503.45,2023
2023-1340985,2023-01-03,625000.0,RUE DES VOLONTAIRES,15,55.0,3,2.30716,48.84199,11363.64,2023
2023-1340987,2023-01-03,390649.0,RUE VOLTAIRE,11,45.0,3,2.39104,48.85235,8681.09,2023
2023-1340990,2023-01-03,452000.0,RUE SAINT AMAND,15,40.0,2,2.3076,48.83603,11300.0,2023
2023-1340991,2023-01-03,980000.0,RUE DU FAUBOURG DU TEMPLE,11,83.0,3,2.3702,48.86929,11807.23,2023
2023-1340993,2023-01-03,370000.0,CITE DES TROIS BORNES,11,27.0,2,2.37144,48.86747,13703.7,2023
2023-1340998,2023-01-03,1350253.0,RUE DE SEINE,6,65.0,2,2.33627,48.85588,20773.12,2023
2023-1341009,2023-01-03,766890.0,RUE DU LOIRET,13,65.0,2,2.37845,48.8258,11798.31,2023
2023-1341011,2023-01-03,565000.0,RUE DU FBG ST ANTOINE,12,45.0,2,2.3731,48.85172,12555.56,2023
2023-1341020,2023-01-03,214000.0,RUE VOLTAIRE,11,35.0,2,2.39185,48.85252,6114.29,2023
2023-1341024,2023-01-03,465000.0,RUE TOURNEFORT,5,28.0,2,2.34786,48.84249,16607.14,2023
2023-1341035,2023-01-03,2174320.0,RUE ALFRED BRUNEAU,16,130.0,5,2.27728,48.8555,16725.54,2023
2023-1341041,2023-01-03,209000.0,IMP POPINCOURT,11,23.0,2,2.37688,48.85911,9086.96,2023
2023-1341062,2023-01-03,900000.0,RUE DU FAUBOURG DU TEMPLE,11,78.0,3,2.3702,48.86929,11538.46,2023
2023-1341077,2023-01-03,220000.0,RUE DU FBG ST ANTOINE,11,32.0,1,2.38246,48.85076,6875.0,2023
2023-1341080,2023-01-03,1680000.0,RUE DOCTEUR BLANCHE,16,125.0,5,2.26644,48.85493,13440.0,2023
2023-1341083,2023-01-03,642150.0,BD DE MENILMONTANT,11,58.0,3,2.38795,48.86034,11071.55,2023
2023-1341095,2023-01-03,270000.0,RUE EDOUARD MANET,13,28.0,2,2.35761,48.83273,9642.86,2023
2023-1341143,2023-01-03,720000.0,RUE CHALGRIN,16,78.0,2,2.28895,48.87436,9230.77,2023
2023-1341154,2023-01-03,518180.0,RUE BALARD,15,49.0,2,2.27794,48.84172,10575.1,2023
2023-1341221,2023-01-03,424000.0,RUE DES PLANTES,14,44.0,3,2.32232,48.82916,9636.36,2023
2023-1341273,2023-01-03,519000.0,RUE SAINT MAUR,11,47.0,3,2.37408,48.86878,11042.55,2023
2023-1341279,2023-01-03,1600000.0,RUE DE LA FOLIE REGNAULT,11,120.0,5,2.38644,48.86098,13333.33,2023
2023-1341285,2023-01-03,328600.0,RUE CHRISTIAN DEWET,12,32.0,2,2.39269,48.84605,10268.75,2023
2023-1341397,2023-01-03,555000.0,RUE MIRABEAU,16,70.0,3,2.2711,48.84688,7928.57,2023
2023-1341412,2023-01-03,629000.0,RUE CENSIER,5,24.0,1,2.35308,48.84013,26208.33,2023
2023-1341456,2023-01-03,450000.0,RUE ST DOMINIQUE,7,42.0,2,2.30838,48.85918,10714.29,2023
2023-1341553,2023-01-03,120000.0,RUE BRANCION,15,16.0,1,2.3047,48.83377,7500.0,2023
2023-1341560,2023-01-03,380000.0,RUE DE LOURMEL,15,40.0,2,2.28258,48.83797,9500.0,2023
2023-1341625,2023-01-03,530000.0,RUE PAUL HERVIEU,15,47.0,2,2.27985,48.84551,11276.6,2023
2023-1341626,2023-01-03,647000.0,RUE PERGOLESE,16,55.0,1,2.28338,48.87449,11763.64,2023
2023-1341638,2023-01-03,4315000.0,AV DE NEW YORK,16,157.0,5,2.2931,48.86249,27484.08,2023
2023-1341642,2023-01-03,135000.0,BD LEFEBVRE,15,12.0,1,2.29194,48.83139,11250.0,2023
2023-1341752,2023-01-03,1490000.0,RUE DE MONTREUIL,11,140.0,2,2.39032,48.84999,10642.86,2023
2023-1341880,2023-01-03,258340.0,AV THEOPHILE GAUTIER,16,20.0,2,2.27334,48.85056,12917.0,2023
2023-1342247,2023-01-03,436000.0,RUE LETELLIER,15,34.0,2,2.29839,48.84694,12823.53,2023
2023-1322041,2023-01-04,140000.0,RUE DE COURCELLES,17,18.0,1,2.29861,48.88426,7777.78,2023
2023-1322048,2023-01-04,213000.0,RUE BOUCRY,18,27.0,1,2.36237,48.89458,7888.89,2023
2023-1322049,2023-01-04,600000.0,RUE PIXERECOURT,20,85.0,4,2.39649,48.87457,7058.82,2023
2023-1322053,2023-01-04,158000.0,RUE BOINOD,18,18.0,1,2.35079,48.89301,8777.78,2023
2023-1322054,2023-01-04,396800.0,AV DE SAINT OUEN,18,33.0,3,2.32794,48.8934,12024.24,2023
2023-1322058,2023-01-04,260000.0,RUE DE LA CR DES NOUES,20,29.0,1,2.40266,48.86359,8965.52,2023
2023-1322059,2023-01-04,284710.0,RUE TROYON,17,20.0,1,2.2955,48.87617,14235.5,2023
2023-1322068,2023-01-04,378000.0,RUE POUCHET,17,35.0,2,2.31877,48.89235,10800.0,2023
2023-1322069,2023-01-04,250000.0,RUE DE ROME,17,23.0,1,2.31676,48.88541,10869.57,2023
2023-1322071,2023-01-04,175000.0,RUE DES MOINES,17,21.0,1,2.32351,48.89318,8333.33,2023
2023-1322072,2023-01-04,1121500.0,RUE LEMERCIER,17,110.0,5,2.32455,48.88566,10195.45,2023
2023-1322077,2023-01-04,472350.0,RUE DES ORMEAUX,20,52.0,3,2.40048,48.85153,9083.65,2023
2023-1322086,2023-01-04,100000.0,RUE DU FBG ST MARTIN,10,9.0,1,2.3574,48.87313,11111.11,2023
2023-1322087,2023-01-04,268000.0,RUE MICHEL LE COMTE,3,23.0,1,2.35528,48.8621,11652.17,2023
2023-1322095,2023-01-04,500000.0,VC J 20,20,74.0,4,2.40272,48.87319,6756.76,2023
2023-1322103,2023-01-04,810000.0,PL DES VICTOIRES,1,30.0,1,2.34073,48.86546,27000.0,2023
2023-1322112,2023-01-04,191250.0,RUE DE L ALSACE LORRAINE,19,21.0,1,2.39278,48.88258,9107.14,2023
2023-1322125,2023-01-04,262500.0,RUE DES RONDONNEAUX,20,28.0,1,2.39854,48.86353,9375.0,2023
2023-1322126,2023-01-04,480000.0,RUE DU BORREGO,20,65.0,3,2.40272,48.87319,7384.62,2023
2023-1322132,2023-01-04,447500.0,RUE DE CHABROL,10,37.0,2,2.35231,48.8772,12094.59,2023
2023-1322147,2023-01-04,168000.0,RUE SAINTE APOLLINE,2,16.0,1,,,10500.0,2023
2023-1322157,2023-01-04,533980.56,RUE DU BORREGO,20,65.0,3,2.40119,48.87355,8215.09,2023
2023-1322161,2023-01-04,568600.0,RUE LA GRANGE AUX BELLES,10,47.0,2,2.36548,48.8744,12097.87,2023
2023-1322163,2023-01-04,802000.0,RUE NOLLET,17,45.0,2,2.32438,48.88484,17822.22,2023
2023-1322179,2023-01-04,815000.0,AV HOCHE,8,69.0,3,2.30292,48.87662,11811.59,2023
2023-1322208,2023-01-04,1904000.0,RUE DES RENAUDES,17,130.0,5,2.29887,48.88028,14646.15,2023
2023-1322216,2023-01-04,79750.0,BD DE LA CHAPELLE,18,38.0,2,2.35106,48.88422,2098.68,2023
2023-1322239,2023-01-04,393000.0,RUE CAIL,10,42.0,3,2.36114,48.88247,9357.14,2023
2023-1322246,2023-01-04,464253.0,RUE MANIN,19,58.0,3,2.38674,48.88342,8004.36,2023
2023-1322252,2023-01-04,340421.47,RUE DE MEAUX,19,39.0,2,2.38137,48.88531,8728.76,2023
2023-1322260,2023-01-04,1175000.0,RUE DE CHANTILLY,9,109.0,5,2.34727,48.87827,10779.82,2023
2023-1322262,2023-01-04,143000.0,RUE DU FBG DU TEMPLE,10,16.0,1,2.37602,48.87204,8937.5,2023
2023-1322293,2023-01-04,615385.0,RUE DU RUISSEAU,18,70.0,2,2.34021,48.89214,8791.21,2023
2023-1322295,2023-01-04,1382323.0,RUE JOUFFROY D'ABBANS,17,85.0,5,2.30866,48.88542,16262.62,2023
2023-1322379,2023-01-04,125000.0,RUE DE CHABROL,10,18.0,1,2.35084,48.87736,6944.44,2023
2023-1322381,2023-01-04,205800.0,RUE DE CHARTRES,18,65.0,3,2.35283,48.88465,3166.15,2023
2023-1322469,2023-01-04,285000.0,RUE DES GRANDS CHAMPS,20,36.0,1,2.40495,48.85106,7916.67,2023
2023-1322536,2023-01-04,406000.0,AV JEAN JAURES,19,44.0,2,2.37468,48.88429,9227.27,2023
2023-1322590,2023-01-04,820000.0,RUE DE BUZENVAL,20,75.0,4,2.39924,48.85445,10933.33,2023
2023-1322598,2023-01-04,210000.0,RUE DE ROCHECHOUART,9,18.0,1,2.34405,48.87728,11666.67,2023
2023-1322618,2023-01-04,600550.0,RUE DU PRINTEMPS,17,54.0,2,2.30879,48.88709,11121.3,2023
2023-1322648,2023-01-04,503000.0,RUE PIXERECOURT,20,59.0,3,2.39563,48.87331,8525.42,2023
2023-1322708,2023-01-04,285000.0,RUE CARDINET,17,24.0,1,2.3017,48.88171,11875.0,2023
2023-1322771,2023-01-04,540000.0,RUE RODIER,9,44.0,3,2.34253,48.87765,12272.73,2023
2023-1323063,2023-01-04,509575.0,RUE SAINT-DENIS,1,39.0,2,2.34779,48.85967,13066.03,2023
2023-1340982,2023-01-04,415000.0,RUE PETION,11,38.0,2,2.38176,48.85889,10921.05,2023
2023-1340996,2023-01-04,262600.0,RUE DE VALENCE,5,20.0,1,2.34983,48.83767,13130.0,2023
2023-1341000,2023-01-04,740000.0,RUE DIDOT,14,84.0,4,2.3161,48.82876,8809.52,2023
2023-1341001,2023-01-04,470000.0,RUE DE LA POMPE,16,35.0,2,2.27643,48.86254,13428.57,2023
2023-1341002,2023-01-04,355000.0,RUE FABERT,7,31.0,2,2.31104,48.85962,11451.61,2023
2023-1341019,2023-01-04,477500.0,RUE DES VIGNES,16,39.0,1,2.2764,48.85528,12243.59,2023
2023-1341022,2023-01-04,1930000.0,RUE JOSEPH BARA,6,145.0,6,2.33332,48.84246,13310.34,2023
2023-1341033,2023-01-04,596000.0,AV THEOPHILE GAUTIER,16,55.0,3,2.27334,48.85056,10836.36,2023
2023-1341055,2023-01-04,480000.0,RUE DE BOULAINVILLIERS,16,53.0,2,2.27594,48.85205,9056.6,2023
2023-1341061,2023-01-04,975500.0,RUE DE RAMBOUILLET,12,80.0,4,2.38264,48.84427,12193.75,2023
2023-1341126,2023-01-04,887200.0,RUE DE COTTE,12,70.0,4,2.37835,48.85061,12674.29,2023
2023-1341128,2023-01-04,830000.0,RUE LECOURBE,15,72.0,4,2.3012,48.84245,11527.78,2023
2023-1341163,2023-01-04,586890.0,RUE DE MONT LOUIS,11,48.0,2,2.38901,48.85851,12226.88,2023
2023-1341164,2023-01-04,300000.0,RUE DU LUNAIN,14,24.0,2,2.32936,48.82765,12500.0,2023
2023-1341165,2023-01-04,1050000.0,AV DE LA FRILLIERE,16,120.0,5,2.26064,48.84065,8750.0,2023
2023-1341199,2023-01-04,110000.0,RUE LEON FROT,11,13.0,1,2.38433,48.85765,8461.54,2023
2023-1341203,2023-01-04,495000.0,RUE LECOURBE,15,59.0,3,2.28269,48.83623,8389.83,2023
2023-1341209,2023-01-04,399000.0,RUE SEDAINE,11,39.0,2,2.37676,48.85772,10230.77,2023
2023-1341238,2023-01-04,290000.0,RUE PIERRE LEROUX,7,20.0,1,2.319,48.84908,14500.0,2023
